date,3200/车板价/呼伦贝尔,3200/车板价/赤峰,3200/车板价/通辽,3200/车板价/锡林郭勒,3600/车板价/呼伦贝尔,3600/车板价/赤峰,3600/车板价/通辽,3600/车板价/锡林郭勒,4000/车板价/赤峰,4500/坑口含税价/动力煤/鄂尔多斯（综合）,5000/坑口含税价/动力煤/鄂尔多斯（综合）,5500/坑口含税价/动力煤/鄂尔多斯（综合）,山西车板价/4500,山西车板价/5000,山西车板价/5500,山西车板价/5800,5000/沫煤/华东沿江电厂,5000/烟煤/华东沿江电厂,5500/沫煤/华东沿江电厂,6000/神华中块/华东沿江电厂,6000/神木块/华东沿江电厂,6500/神木末/华东沿江电厂,5000/包头,5500/乌海,全国/4500/出厂价,全国/4500/坑口价,全国/4500/平仓价,全国/4500/船板价,全国/4500/车板价,全国/5000/出厂价,全国/5000/场地价,全国/5000/坑口,全国/5000/坑口价,全国/5000/车板价,全国/5500/出厂价,全国/5500/场地价,全国/5500/坑口价,全国/5500/车板价,全国/5800/出厂价,全国/5800/场地价,全国/5800/坑口价,全国/5800/平仓价,全国/5800/船板价,全国/5800/车板价,15-20/上海,20-30/上海,30-40/上海,40-50/上海,50-60/上海,15-20/张家港,20-30/张家港,30-40/张家港,40-50/张家港,50-60/张家港,15-20/广州,20-30/广州,30-40/广州,40-50/广州,50-60/广州,鄂尔多斯动力煤坑口价格/4500,鄂尔多斯动力煤坑口价格/5000,鄂尔多斯动力煤坑口价格/5500,鄂尔多斯动力煤坑口价格/5800,广州港/4500,广州港/5000,广州港/5500,广州港/5800,宁波港/沫煤/5000_x,宁波港/沫煤/5500_x,宁波港/神华中块/6000_x,宁波港/神木末/6000,山西坑口/4500,山西坑口/5000,山西坑口/5500,山西坑口/5800,陕西坑口/4500/含税,陕西坑口/5000/不含,陕西坑口/5500/不含,陕西坑口/5500/含税,陕西坑口/5800/不含,陕西坑口/5800/含税,陕西地区/4500/坑口含税,陕西地区/5000/坑口含税,陕西地区/5500/坑口含税,陕西地区/5800/坑口含税,广州港/印尼煤/4300,广州港/印尼煤/4700,广州港/大混/5000,广州港/大混/5500,宁波港/沫煤/5000_y,宁波港/沫煤/5500_y,宁波港/神华中块/6000_y,神华/4500/其他,神华/4500/出厂不含税,神华/4500/出厂价,神华/4500/平仓价,神华/4500/车板价,神华/5000/其他,神华/5000/出厂价,神华/5000/坑口价,神华/5000/平仓价,神华/5000/车板价,神华/5500/其他,神华/5500/出厂价,神华/5800/其他,神华/5800/出厂价,神华/5800/车板价,鄂尔多斯公路综合/中途运输,鄂尔多斯公路综合/短途运输,鄂尔多斯公路综合/长途运输,鄂尔多斯公路分类运价/中途运输,鄂尔多斯公路分类运价/短途运输,鄂尔多斯公路分类运价/长途运输,鄂尔多斯公路分类单价/中途运输,鄂尔多斯公路分类单价/短途运输,鄂尔多斯公路分类单价/长途运输
2017/8/9,155,295,193,162,172,311,211,202,427,222.1428571,300.2857143,366.2857143,373.3333333,416.4285714,457.9761905,494.1758242,608.4285714,,682.1428571,709.1428571,,,385,410,431.1428571,429.2857143,,,509.952381,679.2857143,,,459.6428571,518.3928571,465,,570.7142857,438.5714286,552.1428571,,559.6428571,,,617.8571429,1.571428571,1,1,2.142857143,1,1.571428571,1,1,2.142857143,1,1.571428571,1,1,2.142857143,1,220.1832955,321.3116541,365.8035714,439.0079365,400,664,725,960,608.4285714,682.1428571,709.1428571,,372.5,416.4285714,457.9761905,499.7142857,281,407.2857143,448.2380952,410.7142857,471.25,375,,385,410,494.8392857,595,635,745,835,649,751,778,574.2857143,,456.2857143,,542.6190476,,528.5,425,,,,570,552.1428571,601,,0.44,0.72,0.27,51.83116883,17.2,251.1315193,0.443246753,0.72,0.269120181
2017/8/16,155,295,193,163.7142857,172,311,211,208.8571429,429.5714286,226.2857143,302.4285714,368,373.3333333,425,460.8333333,500.7692308,600,,672.2857143,699.2857143,,,385,410,428.2857143,439.2857143,,,511.8571429,685,,,465.7142857,521.25,465,,575.5357143,440,558.2142857,,565.7142857,,,635,1,1,1,2.142857143,1,1,1,1,2.142857143,1,1,1,1,2.142857143,1,220.870036,321.7593985,365.7857143,438.3846872,504.6428571,664.8571429,722.8571429,960,600,672.2857143,699.2857143,,372.5,425,460.8333333,508,282.2857143,409.0952381,454.2857143,413,471.25,375,,385,410,475.6785714,595,635,745,835,649,751,778,580,,450.5714286,,548.3333333,,528.5,429.2857143,,,,570,555,601,,0.44,0.715714286,0.27,51.06493506,17.11428571,251.6518607,0.43961039,0.715714286,0.269547419
2017/8/23,155,297.1428571,193.4285714,166,172,314,212.7142857,218,437.2857143,228.4285714,303,368,373.3333333,433.5714286,460.8333333,506.3736264,595.7142857,,666.2857143,693.2857143,,,385,410,424.9285714,445,,,509.6190476,685,,,470,521.25,465,,578.9285714,438.2142857,562.5,,570,,,643.5714286,1,1,1,1.857142857,1,1,1,1,1.857142857,1,1,1,1,1.857142857,1,222.032967,322.2406015,364.2738095,439.0756303,521.7857143,662.1428571,718.5714286,960,595.7142857,666.2857143,693.2857143,,372.5,433.5714286,460.8333333,514.7012987,280.1428571,413.4285714,457.2857143,413,471.25,375,,385,410,471.25,595,635,745,835,649,751,778,575.7142857,,443.8571429,,546.9047619,,528.5,430.7142857,,,,570,555,601,,0.44,0.71,0.27,50.41558442,17,249.7941176,0.437792208,0.71,0.270588235
2017/8/30,155,300,194,166,172,318,215,218,443,230.7142857,303,368.4285714,373.3333333,445,460.8333333,513.8461538,599.4285714,,672.8571429,699.8571429,,,385,410,425,447.1428571,,,509.6666667,685,,,473.2142857,521.25,465,,582.5,435.4761905,565.7142857,,573.2142857,,,655,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,222.4457672,321.9548872,364.1428571,438.7114846,417.5,660.3571429,717.5,960,599.4285714,672.8571429,699.8571429,,372.5,445,460.8333333,523.6363636,275,417.0952381,458.7142857,413,471.25,375,,385,410,476.2857143,595,635,745,835,649,751,778,570,,444,,545,,528.5,425,,,,570,555,601,,0.444285714,0.71,0.27,51.62337662,17,252.4605042,0.445584416,0.71,0.271130852
2017/9/6,154.1428571,308.5714286,195.7142857,166.8571429,172.4285714,336,215,221.4285714,444.7142857,235.1428571,303,369,373.3333333,451.4285714,462.9761905,518.7912088,611.5714286,,684.8571429,711.8571429,,,386.7142857,413,429.7857143,450,,,512.8571429,685,,,479,521.6785714,468,,582.5,435.5,572.1428571,,577.5,,,661.4285714,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,223,321.0238095,365.0952381,439.015873,442.8571429,658.3928571,728.2142857,960,611.5714286,684.8571429,711.8571429,,372.5,451.4285714,462.9761905,529.4805195,275.2142857,418.2380952,459.3333333,413.8571429,471.25,375,,385,410,486.4285714,595,635,745,835,649,751,778,570,,453.5714286,,545,,528.5,428.4285714,,,,570,555,601,,0.45,0.71,0.27,52.85714286,17,258.844898,0.451428571,0.71,0.272
2017/9/13,153.8571429,320,198,168,174.2857143,363.4285714,215,226,447,238,304.7142857,370.7142857,375.4761905,472.2142857,471.9047619,535.4725275,628.4285714,,712.5714286,739.5714286,,,392,420.8571429,438.6428571,450,,,517.3333333,685,,,482.9285714,523,475.8571429,,583.5714286,437.8095238,575,,579,,,680.7142857,1,1,1,2.142857143,1,1,1,1,2.142857143,1,1,1,1,2.142857143,1,224.973545,324.5676692,374.3494398,451.3809524,484.2857143,677.6785714,745.3571429,971.4285714,628.4285714,712.5714286,739.5714286,,374.6428571,472.2142857,471.9047619,548.6493506,275.5,421.7142857,460.952381,417.5714286,471.25,375,,385,410,492.7142857,595,635,745,835,649,751,778,570,,469.1428571,,545,,528.5,446.7142857,,,,570,560.1428571,601,,0.45,0.71,0.27,53.33766234,17.12857143,264.3020408,0.453636364,0.714714286,0.279183673
2017/9/20,155,320,198,172.7142857,178.5714286,368.8571429,215,226,448.2857143,238.8571429,309.5714286,379.4285714,386.9047619,491.2857143,484.6428571,552.3516484,651.1428571,,752,779,,,399.8571429,430.2857143,453.2142857,450,,,526.5714286,685,,,487.6428571,526.0357143,485.2857143,,586.0714286,444,575,,587,,,697.1428571,1,1,1,2.428571429,1,1,1,1,2.428571429,1,1,1,1,2.428571429,1,228.7663655,338.4097744,389.5696502,461.4282796,567.1428571,717.6190476,754.2857143,980,651.1428571,752,779,,386.0714286,491.2857143,484.6428571,566.8571429,275.5,426.6190476,463.1904762,423.1428571,471.25,375,,385,410,499.3714286,595,635,745,835,649,751,778,574.2857143,,493.2857143,,547.8571429,,528.5,473.5714286,,,,570,567.4285714,601,,0.46,0.724285714,0.29,54.18181818,17.42857143,269.9248759,0.45961039,0.724,0.288130171
2017/9/27,155,320,198,179,182,370,215,226,450,241.2857143,316,394,404.7619048,501.4285714,501.547619,564.8351648,671.7142857,,764.4285714,791.4285714,,,411.8571429,444.1428571,465.8571429,450,,,536.9047619,685,,,497.7857143,530.4642857,499.1428571,,589.6428571,454.9761905,578.2142857,,601.4285714,,,700,1,1,1,2.142857143,1,1,1,1,2.142857143,1,1,1,1,2.142857143,1,232.6342857,350.6899093,401.2408472,465.4117063,612.8571429,720.4761905,760,980,671.7142857,764.4285714,791.4285714,,403.9285714,501.4285714,501.547619,577.9220779,275.7142857,431.1904762,471.2380952,426,493.4285714,375,,385,410,522.7571429,595,635,745,835,649,751,778,580,,515.7142857,,551.6666667,,528.5,494.8571429,,,,570,576.1428571,601,,0.46,0.738571429,0.29,54.46753247,17.94285714,273.0888031,0.461558442,0.737,0.291814672
2017/10/4,155,320,198,179,182,370,215,226,450,243,320,402,413.3333333,510,515.8333333,575.3846154,675,,769,796,,,421,455,469,450,,,539,685,,,507.5,532.75,510,,592.5,462.5,582.5,,610,,,700,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,233.32,356.4285714,407.6470588,467.2222222,620,720,760,980,675,769,796,,412.5,510,515.8333333,587.2727273,276,435,478.6666667,426,523,375,,385,410,546.1666667,595,635,745,835,649,751,778,580,,522,,551.6666667,,528.5,508,,,,570,587,601,,0.46,0.75,0.29,54.36363636,18.4,273.7837838,0.46,0.749,0.292432432
2017/10/11,155,320,198,179,182,370,215,226,450,245.1428571,321.2857143,405,413.3333333,510,515.8333333,575.3846154,678,,772,799,,,424,457.1428571,469.8571429,450,,,539.5714286,685,,,508.5714286,533.5,512.1428571,,594.6428571,462.8571429,586.7857143,,610.6428571,,,700,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,237.7007143,358.0612245,408.6554622,466.2301587,620,720,760,980,678,772,799,,412.5,510,515.8333333,587.2727273,276,440,482.3809524,426.8571429,523,375,,385,410,545.1952381,595,635,745,835,649,751,778,580,,523.7142857,,551.6666667,,528.5,494.7142857,,,,570,587.8571429,601,,0.455714286,0.75,0.29,53.85714286,18.48571429,274.3050193,0.457272727,0.750285714,0.293011583
2017/10/18,155,320,198,181,192,386,215,234,457,248.4285714,324.2857143,411.1428571,413.3333333,510,515.8333333,575.3846154,676.2857143,,771.2857143,798.2857143,,,428.4285714,462.1428571,469.9285714,450,,,539.6190476,685,,,511.0714286,534.6071429,517.1428571,,597.5,463.6904762,592.5,,611.9285714,,,700,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,243.5666667,361.8027211,411.1355042,468.5714286,675.255102,770,760,980,676.2857143,771.2857143,798.2857143,,412.5,510,515.8333333,587.2727273,276,446.5238095,486.7619048,427.5714286,505.8571429,375,,385,410,541.2642857,595,635,745,835,649,751,778,580,,523.8571429,,551.6666667,,528.5,468,,,,570,588.1428571,601,,0.454285714,0.75,0.29,53.61038961,18.6,274.047619,0.455194805,0.752,0.293471686
2017/10/25,155,320,198,181,192,382.1428571,215,234,450.1428571,250.2857143,326,414.4285714,413.3333333,510,515.8333333,575.3846154,668.1428571,,763.8571429,790.8571429,,,428.1428571,466.2857143,352.3571429,450,,,528.5238095,685,,,513.1428571,534.5357143,521.2857143,,597.5,464.3809524,592.5,,610.7857143,,,710.7142857,1,1,1,1.571428571,1,1,1,1,1.571428571,1,1,1,1,1.571428571,1,244,363.6874329,416.0986395,470.3571429,677.8571429,830,760,980,668.1428571,763.8571429,790.8571429,,412.5,510,515.8333333,587.2727273,276,446.3333333,485,427,483,375,,385,410,539.8010204,595,635,745,835,649,751,778,580,,517.5714286,,551.6666667,,528.5,452.1428571,,,,570,587,601,,0.46,0.754285714,0.29,54.18181818,18.68571429,271.8321995,0.457272727,0.753714286,0.292603175
2017/11/1,155,320,198,181,192,377,215,234,441,252,323.8571429,415,409.047619,506.7857143,510.4761905,571.4285714,648.2857143,,748.7142857,775.7142857,,,424.8571429,465.4285714,307,450,,,515,685,,,512.7142857,533.7142857,520.4285714,,597.5,462.0952381,592.5,,607.2142857,,,725,1,1,1,1.428571429,1,1,1,1,1.428571429,1,1,1,1,1.428571429,1,243.3571429,360.1211362,417.7959184,469.2063492,668.0782313,822.8571429,813.5714286,980,648.2857143,748.7142857,775.7142857,,408.2142857,506.7857143,510.4761905,583.7662338,276,445.4761905,481.8095238,425.2857143,476.5714286,375,,385,410,527.2244898,595,635,745,835,646,747.2857143,774.2857143,580,,503.1428571,,551.6666667,,528.5,446.1428571,,,,570,583.1428571,601,,0.455714286,0.755714286,0.29,53.51948052,18.67142857,268.8979592,0.452987013,0.752142857,0.288166667
2017/11/8,155,320,198,181,192,377,215,234,441,252,320.1428571,412.4285714,401.1904762,486.4285714,493.6904762,552.3076923,628.8571429,,727,754,,,416,457.2857143,451.2857143,447.8571429,,,511.7857143,682.8571429,,,502.2142857,529.8928571,512.2857143,,595.3571429,455.0238095,586.0714286,,595.2142857,,,716.4285714,1,1.142857143,1,2,1,1,1.142857143,1,2,1,1,1.142857143,1,2,1,238.8571429,352.3101921,413.7619048,464.7222222,649,800,810,980,628.8571429,727,754,,400.3571429,486.4285714,493.6904762,563.8961039,276,443.4761905,477.047619,423,476.6785714,375,,421.4285714,410,523.5102041,595,635,745,835,628.8571429,727,754,580,,482.2857143,,549.5238095,,528.5,445.4285714,,,,570,578,601,,0.45,0.745714286,0.285714286,52.48051948,18.37142857,266.6666667,0.446493506,0.743571429,0.283055556
2017/11/15,155,320,198,181,192,377,215,234,441,249.8571429,314.7142857,402.1428571,394.047619,461.7857143,475.4761905,529.8901099,623.7142857,,717.8571429,744.8571429,,,408,448,343.3571429,445,,,507.5,680,,,489,525.75,503,,592.5,447.5238095,577.5,,578.2857143,,,705,1.857142857,1,1,1.857142857,1,1.857142857,1,1,1.857142857,1,1.857142857,1,1,1.857142857,1,238.3251465,344.8095238,403.0535714,457.6157796,645.5714286,800,810,980,623.7142857,717.8571429,744.8571429,,393.2142857,461.7857143,475.4761905,540.1298701,276,442.047619,471,422.1428571,484.5428571,375,,448.5714286,410,523.1964286,583.5714286,623.5714286,722.1428571,812.1428571,623.7142857,717.8571429,744.8571429,580,,472,,546.6666667,,528.5,440.4285714,,,,570,574.1428571,601,,0.445714286,0.735714286,0.28,51.88311688,18.05,265.7142857,0.442727273,0.733857143,0.282222222
2017/11/22,158.8571429,320,198,180.1428571,193.7142857,377,215,230.5714286,443.5714286,246.1428571,305.1428571,388.2857143,388.3333333,457.5,468.3333333,524.6153846,628.2857143,,717.8571429,744.8571429,,,405.4285714,438.4285714,202.5,445,,,507.5,680,,,484.2142857,525.1071429,493.4285714,,591.4285714,442.7142857,577.5,,571.6428571,,,704.2857143,1.142857143,1,1,1.857142857,1,1.142857143,1,1,1.857142857,1,1.142857143,1,1,1.857142857,1,240.4959524,335.7428571,397.4255952,451.9845938,641,800,810,980,628.2857143,717.8571429,744.8571429,,387.5,457.5,468.3333333,535.4545455,276,440.0952381,465,418.8571429,477.8857143,375,,420,410,516.2619048,575,615,705,795,628.2857143,717.8571429,744.8571429,577.8571429,,475,,545.952381,,528.5,421,,,,570,566.4285714,601,,0.44,0.725714286,0.28,51.4025974,17.80714286,264.3764172,0.439480519,0.724857143,0.282104308
2017/11/29,164,320,198,178.5714286,196,377,215,224.7142857,447,242.4285714,298.2857143,379.8571429,386.1904762,455.3571429,464.7619048,521.978022,648.8571429,,731.2857143,758.2857143,,,400.2857143,428.4285714,202.5,442.8571429,,,507.5,680,,,477.0714286,523.8214286,483.4285714,,588.3928571,439.1428571,575.3571429,,563.5714286,,,703.3333333,1,1,1,2.428571429,1,1,1,1,2.428571429,1,1,1,1,2.428571429,1,241.5248447,326.2830606,393.1734694,447.3650794,648.75,760,810,980,648.8571429,731.2857143,758.2857143,,385.3571429,455.3571429,464.7619048,533.1168831,276,431.7142857,461.6190476,413.4285714,469.2357143,375,,428.5714286,410,506.6565657,575,615,705,795,648.8571429,731.2857143,758.2857143,575,,479,,545,,528.5,405,,,,570,563,601,,0.448571429,0.72,0.28,52.58441558,17.83571429,265.2220888,0.447792208,0.723285714,0.284228091
2017/12/6,164,320,197.5714286,178,196,377,215,223,447,238.5714286,296,376.5714286,383.3333333,452.5,460,518.4615385,661.4285714,,737.5714286,764.5714286,,,397.5714286,424.5714286,202.5,440,,,507.5,680,,,472.2857143,523.1428571,479.5714286,,585.1785714,436.5952381,572.5,,555.2857143,,,703.3333333,1,1,1,2.285714286,1,1,1,1,2.285714286,1,1,1,1,2.285714286,1,241.7590476,323.7439186,390.9798535,441.9365079,628.3928571,745.7142857,810,980,661.4285714,737.5714286,764.5714286,,382.5,452.5,460,530,276,421.9047619,457.8095238,410,457.5357143,375,,427.1428571,410,504.2727273,582.1428571,622.1428571,722.1428571,812.1428571,661.4285714,737.5714286,764.5714286,575,,479,,545,,528.5,405,,,,570,563,601,,0.46,0.72,0.28,54.24675325,17.99285714,267.4789916,0.459350649,0.727142857,0.286176471
2017/12/13,158,320,197,178,196,377,215,223,447,238,296,374.2857143,383.3333333,452.5,460,518.4615385,665.7142857,,740.2857143,767.2857143,,,397,424,202.5,435.7142857,,,507.5,680,,,471.3571429,522.8928571,477.7142857,,581.6071429,436.2857143,572.5,,553.2142857,,,703.3333333,1.571428571,1,1,1.571428571,1,1.571428571,1,1,1.571428571,1,1.571428571,1,1,1.571428571,1,242.603022,325.075188,390.6843157,436.6111111,602.5,713.3333333,824.2857143,980,665.7142857,740.2857143,767.2857143,,382.5,452.5,460,530,276,420,454,410,453.25,375,,410,410,499.5946197,594.2857143,634.2857143,743.5714286,823.5714286,665.7142857,740.2857143,767.2857143,575,,479,,545,,528.5,405,,,,570,563,601,,0.46,0.72,0.28,54.45454545,18.05,268.8235294,0.460909091,0.73,0.287352941
2017/12/20,150,320,197,178,196,377,215,223,447,238,295.5714286,372,384.047619,454.6428571,463.2142857,521.0989011,667,,741,768,,,397,424,202.5,430,,,507.5,680,,,470.5,522.75,476,,578.75,436,572.5,,553.5,,,703.3333333,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,243.009768,325.2130326,390.6980519,435.2777778,602.5,713.3333333,825,980,667,741,768,,382.5,452.5,460,530,276,417.7142857,454.1428571,410.8571429,453.25,375,,410,410,493.3571429,595,635,745,825,667,741,768,575,,479,,545,,528.5,405,,,,570,563,601,,0.46,0.72,0.28,54.45454545,18.05,268.8235294,0.460909091,0.73,0.287352941
2017/12/27,150,320,197,178,196,377,215,223,447,238,295,372,385,457.5,467.5,524.6153846,667,,741,768,,,397,424,202.5,430,,,507.5,680,,,470.5,522.75,476,,578.75,436,572.5,,553.5,,,703.3333333,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,242.2222222,327.7777778,390.4166667,435.2777778,602.5,713.3333333,825,980,667,741,768,,382.5,452.5,460,530,276,414.6666667,454.3333333,412,453.25,375,,410,410,493.3571429,595,635,745,825,667,741,768,575,,479,,545,,528.5,405,,,,570,563,601,,0.46,0.72,0.28,54.45454545,18.05,268.8235294,0.460909091,0.73,0.287352941
